Expediente,Fecha,Nombre,Link
CFP 9608/2018,13/12/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,scp/include/showFile.php?acc=showFAR&id=8914702&tipo=corrupcion-administrativa
CFP 9608/2018,13/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8914788&tipo=corrupcion-administrativa
CFP 9608/2018,06/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8888351&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8836901&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8835828&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8836013&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8836168&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8836317&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8835602&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8836592&tipo=corrupcion-administrativa
CFP 9608/2018,25/11/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8835748&tipo=corrupcion-administrativa
